SimTime,TTI,ActiveAgents,WaitingReroute,CompletedTrips,DynamicReroutes,BlackZones,RedZones,YellowZones,RouterRPS,SavedDuplicates,RouterLoad,GreenZones,VisitedNodes,RouteCycles,WaitingSpawn,RouteTimeMaxUs,RouteTimeAvgUs,RouterWaitTimeUs
5,1,200000,0,0,0,0,0,0,0.0,0,0.9918,150296,0,0,200000,39979,3005.46,47478345
15,1,200000,0,0,0,0,0,0,0.0,0,0.9715,132397,21787.4,10773200.0,0,0,0,47478345
25,1,200000,0,0,0,0,0,0,0.0,0,0.952,142231,0,0,0,0,0,47478345
35,1.2084,199999,800,7,125,0,0,0,140.9,10,0.94,151051,127109,101701000.0,3,340776,31759.9,48008040
60,1.1791,199991,2357,30,423,0,0,6,179.0,336,0.9454,156490,128444,105032000.0,14,217346,29424.5,50271486
70,1.1578,199990,3165,51,543,0,0,180,170.3,762,0.9509,159864,178559,142779000.0,34,265410,35593.3,51520098
89,1.1358,199994,3918,90,727,0,2,609,189.9,1305,0.9478,161827,149401,143114000.0,68,203852,36286.8,53264882
100,1.1902,200000,4478,127,849,0,5,1311,198.0,2263,0.9519,150881,137118,112479000.0,110,276597,34536,54451538
120,1.1955,200000,5078,211,1016,0,12,2185,228.4,3355,0.9557,134243,174600,138507000.0,181,241361,34609.9,56793186
130,1.189,200000,5378,240,1106,0,23,2897,213.9,3625,0.9527,127876,158495,133189000.0,199,200058,37613.7,57572781
140,1.2017,200000,5641,294,1192,0,36,3563,215.6,4368,0.9526,124549,146101,101366000.0,243,274734,35580.5,58522057
150,1.2224,200000,5890,365,1285,0,62,4069,202.4,5117,0.9571,119002,165248,116126000.0,306,181666,33163.5,59764359
172,1.2349,199983,6289,527,1450,0,85,4454,216.9,6331,0.9555,110619,185985,137951000.0,426,328449,42555.2,61694569
185,1.2136,199960,6406,629,1541,0,109,4742,206.8,7057,0.9601,106750,160308,123139000.0,497,200197,39997.3,62953318
204,1.2614,199967,6657,770,1704,0,139,4944,228.2,8591,0.9593,101261,164948,136790000.0,588,283803,32903.1,64829434
212,1.2378,199971,6829,850,1780,0,164,5136,216.4,9557,0.9578,95757,188473,121225000.0,657,181700,35594,65691276
225,1.2496,199954,6994,953,1850,0,202,5225,199.9,10191,0.9615,92392,183162,126734000.0,719,189010,31868.1,66916281
232,1.2761,199976,7017,1014,1961,0,233,5334,206.4,11065,0.9599,88525,171859,117501000.0,764,191617,32172.1,67763290
255,1.3024,199958,7310,1204,2116,0,259,5394,215.9,12999,0.9615,85140,195480,148602000.0,894,150201,35641.1,69805221
264,1.307,199954,7363,1286,2201,0,299,5392,218.4,14113,0.9643,81605,198781,141818000.0,922,207907,39742.4,70978773
275,1.3239,200000,7530,1380,2318,0,340,5389,213.4,15513,0.9639,78429,168433,121721000.0,973,196558,32428.4,71924196
295,1.3341,200000,7764,1581,2503,0,371,5394,222.5,17271,0.9659,75778,181246,129117000.0,1103,219126,32620.5,74092816
305,1.3504,200000,7838,1698,2605,0,414,5362,223.6,18552,0.9662,72762,143294,98463000.0,1150,193344,28892,75126972
315,1.2957,200000,7905,1809,2707,0,456,5341,212.8,19830,0.9656,70463,155595,97771400.0,1180,185752,30577.4,76051952
325,1.2994,200000,8005,1916,2814,0,521,5284,218.0,20930,0.9663,68063,170455,113063000.0,1217,189827,30400.2,77070670
335,1.3003,200000,8063,2025,2945,0,567,5207,207.2,22168,0.9661,66230,196358,136946000.0,1288,177700,36447.4,78027716
345,1.3387,200000,8196,2143,3023,0,618,5142,208.0,23005,0.9664,64306,174061,119101000.0,1317,197250,33843.9,79060881
365,1.2776,200000,8329,2394,3202,0,689,5028,225.0,25111,0.9684,62731,183968,120150000.0,1441,160661,28926.8,81170430
375,1.3566,200000,8372,2526,3329,0,748,4941,210.9,26347,0.9682,61112,153474,98030400.0,1536,147267,27586.5,82138139
385,1.3378,200000,8509,2640,3414,0,803,4845,210.5,27502,0.9678,59431,173947,111115000.0,1564,285417,32130,83070670
405,1.4195,200000,8666,2912,3594,0,851,4743,225.8,29602,0.9695,58197,168193,126346000.0,1708,152585,32783.2,85166512
415,1.3817,200000,8679,3053,3713,0,904,4641,220.5,30524,0.9692,57120,185462,130535000.0,1756,202079,33138.8,86113179
425,1.3772,200000,8726,3193,3832,0,945,4549,215.9,31795,0.9702,55954,159124,94662200.0,1857,172477,27191.5,87176377
445,1.378,200000,8875,3518,4046,0,1002,4449,245.0,34183,0.9696,54922,187385,140386000.0,1990,159975,34497.3,89066427
455,1.3616,200000,8968,3675,4152,0,1052,4346,223.5,35311,0.9698,54087,184310,120899000.0,2094,194032,29424.7,90059886
465,1.4214,200000,9041,3883,4259,0,1115,4249,229.7,36443,0.9713,53060,168769,106651000.0,2185,135417,32144.8,91171170
485,1.414,200000,9276,4241,4448,0,1184,4134,245.0,38553,0.9719,52291,179985,122915000.0,2377,195502,30410.4,93175540
495,1.415,200000,9335,4435,4554,0,1233,4031,224.9,39513,0.9713,51747,194581,129721000.0,2519,181005,34462.1,94099097
515,1.4029,200000,9508,4839,4728,0,1293,3945,236.6,41345,0.9726,51218,208045,142417000.0,2754,172599,32460.3,96171372
525,1.3533,200000,9561,5071,4849,0,1350,3846,232.4,42457,0.973,50458,181722,115434000.0,2928,235589,32565.2,97187576
535,1.4342,200000,9627,5278,4948,0,1413,3732,223.5,43747,0.9729,50101,147581,102199000.0,2990,147310,29177,98160297
555,1.4438,200000,9771,5672,5155,0,1467,3644,244.2,45869,0.9731,49678,155210,105900000.0,3212,166144,34543.5,100128514
565,1.4625,200000,9838,5907,5256,0,1508,3546,246.3,47011,0.9743,49045,176409,120741000.0,3326,171661,31905.9,101238385
575,1.441,200000,9907,6135,5368,0,1555,3448,225.7,48135,0.9748,48790,152573,99138100.0,3495,172841,27852.9,102264002
585,1.438,200000,9986,6380,5437,0,1592,3361,226.6,49323,0.9745,48168,186006,119754000.0,3599,161582,30694.9,103213285
605,1.4696,200000,10161,6898,5609,0,1640,3280,240.2,51330,0.9754,47893,176303,120899000.0,3911,144065,30458.5,105260341
615,1.5174,200000,10186,7152,5722,0,1695,3179,233.9,52305,0.9757,47404,171940,110009000.0,4099,234156,31261.9,106281110
625,1.4953,200000,10297,7415,5804,0,1740,3097,237.9,53155,0.9761,47167,183953,131809000.0,4222,164346,31567.2,107295878
635,1.447,200000,10285,7689,5924,0,1766,3012,221.3,54592,0.9755,47029,162979,102590000.0,4422,182861,28552.6,108212802
645,1.4791,200000,10309,7958,6033,0,1811,2932,241.6,55878,0.975,46585,146731,101761000.0,4518,148114,28629.6,109140433
665,1.4707,200000,10389,8495,6205,0,1840,2868,257.8,57886,0.9752,46718,178814,125844000.0,4820,145962,30616.8,111118101
675,1.5135,199988,10415,8761,6326,0,1875,2792,243.4,58836,0.9772,46379,176343,115343000.0,4977,183283,31121.4,112319928
685,1.4978,199989,10508,9055,6391,0,1904,2742,245.5,60034,0.9763,46057,162418,107889000.0,5080,145362,26286.9,113201451
706,1.5397,199957,10645,9642,6599,0,1933,2689,273.2,62318,0.9758,46031,177149,129572000.0,5371,187551,36900.9,115106260
716,1.4808,199976,10731,9925,6694,0,1966,2630,259.4,63158,0.9773,45722,178061,114745000.0,5571,147132,30054.6,116260834
726,1.5421,199969,10798,10244,6793,0,2000,2549,274.0,64472,0.9762,45661,164828,115683000.0,5677,178415,30752.3,117119100
736,1.4872,199951,10837,10568,6867,0,2034,2475,258.9,65320,0.9777,45478,193190,137048000.0,5909,215655,29548.2,118275579
746,1.5209,199955,10891,10902,6926,0,2055,2420,264.7,66033,0.9779,45311,148469,106577000.0,6025,180911,33455.6,119280633
756,1.5634,199941,10979,11219,7004,0,2078,2375,258.2,67216,0.9772,45288,183403,126530000.0,6232,164541,31000.2,120178717
767,1.5204,199912,11071,11618,7059,0,2080,2330,230.3,67942,0.9765,45167,163375,113134000.0,6459,181569,36970.7,121073521
788,1.5209,199872,11182,12390,7221,0,2094,2299,258.9,70275,0.9791,45276,158720,110545000.0,6880,168362,29287.8,123362742
797,1.5904,199915,11267,12673,7287,0,2109,2261,262.8,71144,0.9787,44963,185580,128188000.0,7013,156753,31159.4,124289450
809,1.5763,199826,11315,13130,7389,0,2100,2245,239.6,72611,0.979,44898,156632,107794000.0,7292,187238,34265.8,125311256
828,1.6168,199893,11534,13852,7512,0,2110,2208,262.4,74049,0.9786,44776,184751,131012000.0,7717,174883,27833.4,127225565
840,1.5926,199784,11562,14344,7617,0,2122,2166,242.5,75510,0.9796,44535,163771,105801000.0,7993,153819,33587,128346883
858,1.6168,199875,11742,15058,7734,0,2125,2151,263.9,77284,0.9786,44500,176998,129118000.0,8433,189629,32071.6,130172807
869,1.6273,199833,11755,15492,7851,0,2139,2108,247.0,78412,0.9796,44546,160654,107998000.0,8697,159701,29379.7,131286043
889,1.629,199833,11843,16312,8035,0,2145,2074,281.1,80583,0.9806,44756,170638,115046000.0,9142,196734,34693.6,133404477
900,1.6644,199765,12047,16793,8086,0,2141,2055,251.5,81316,0.9808,44606,180453,135498000.0,9406,197205,32383.9,134404190
920,1.6681,200000,12088,17627,8268,0,2137,2038,307.2,83808,0.9807,44639,156127,106395000.0,9938,161886,27785.2,136415705
930,1.7283,200000,12090,18083,8361,0,2145,2019,290.7,84973,0.9797,44382,175798,120194000.0,10261,164029,28390.4,137322749
940,1.6422,200000,12161,18542,8417,0,2158,1985,277.1,85706,0.9812,44389,155131,120916000.0,10452,196821,34882.7,138515932
950,1.7138,200000,12208,19021,8506,0,2149,1963,255.3,87032,0.9807,44426,154037,105954000.0,10804,135139,26744.2,139433537
970,1.6882,200000,12347,19981,8632,0,2167,1912,282.3,88960,0.9817,44610,165156,121789000.0,11347,169263,30305.1,141589556
980,1.7382,200000,12366,20477,8755,0,2178,1879,261.5,90094,0.9796,44647,147673,89964500.0,11716,172389,26295.8,142278358
990,1.7235,200000,12461,20916,8809,0,2185,1840,279.6,91315,0.9811,44460,149947,101698000.0,11861,164380,27593.3,143472903
1000,1.7464,200000,12479,21429,8886,0,2172,1818,274.2,92177,0.9809,44371,151543,113968000.0,12217,156622,29672.8,144441065
1020,1.7552,200000,12626,22408,9010,0,2174,1797,294.3,93944,0.982,44561,149125,104220000.0,12796,153366,24471.6,146574169
1030,1.7374,200000,12644,22927,9108,0,2167,1774,271.1,95267,0.9824,44601,138909,88322100.0,13169,151304,28311.8,147614629
1040,1.7858,200000,12762,23430,9167,0,2165,1752,282.9,96478,0.9821,44450,152847,110209000.0,13367,147196,26489,148559217
1060,1.751,200000,12849,24399,9292,0,2158,1737,286.2,98260,0.9826,44504,166299,126012000.0,14029,150848,30076.7,150631711
1070,1.7815,200000,12891,24873,9368,0,2157,1719,286.9,99606,0.9815,44543,158722,115989000.0,14168,193810,29389,151447773
1090,1.811,200000,13050,25831,9469,0,2144,1700,313.1,101389,0.9829,44559,158776,122193000.0,14637,161021,29137.6,153640896
1100,1.8904,200000,13058,26289,9555,0,2133,1687,286.1,102724,0.9815,44581,158491,112153000.0,14936,152096,32565,154400656
1120,1.8484,200000,13186,27268,9647,0,2130,1657,292.1,104215,0.983,44897,135145,98873300.0,15548,221182,24246.6,156615261
1130,1.8538,200000,13185,27765,9742,0,2117,1656,297.2,105706,0.9815,44913,141985,102073000.0,15680,190621,30775.1,157362266
1150,1.876,200000,13363,28751,9850,0,2106,1651,323.7,107659,0.9824,44828,152052,109881000.0,16156,172445,28615.6,159484402
1160,1.9111,200000,13408,29199,9927,0,2087,1642,294.1,108687,0.9812,44980,159210,106905000.0,16428,161267,29085.5,160274021
1180,1.8775,200000,13550,30232,10019,0,2091,1624,304.4,110174,0.984,45142,162417,111490000.0,17054,131424,25307,162706259
1190,1.8465,200000,13603,30743,10064,0,2078,1590,304.4,110918,0.9841,45312,150690,111139000.0,17190,189947,30961,163699936
1210,1.8878,200000,13702,31713,10188,0,2065,1573,311.5,113015,0.9825,45239,147044,105243000.0,17775,170764,27526.1,165404203
1220,1.932,200000,13727,32184,10242,0,2055,1567,285.3,113906,0.9845,45391,151469,104053000.0,18056,163909,28650.8,166732242
1230,1.9103,200000,13779,32676,10293,0,2042,1548,315.9,114811,0.9841,45296,147545,104677000.0,18145,147991,25015.2,167655972
1240,1.895,200000,13808,33143,10353,0,2035,1532,303.4,115867,0.983,45402,148517,107682000.0,18401,163395,27908.4,168462726
1260,1.9745,200000,13912,34105,10455,0,2034,1504,312.7,117673,0.984,45602,165776,122355000.0,18958,175339,25912.8,170604555
1270,2.0,200000,13893,34571,10538,0,2011,1490,315.8,119176,0.9827,45910,139390,102052000.0,19037,171988,26315.4,171366450
1280,2.0115,200000,13942,35067,10567,0,2018,1459,300.4,119941,0.9848,45990,145699,106754000.0,19330,155445,29477.2,172717445
1300,2.0178,200000,14053,36025,10680,0,2004,1439,340.3,121730,0.9839,46196,141095,106281000.0,19667,148119,26676.4,174538499
1310,2.0634,200000,14071,36532,10734,0,2001,1414,323.4,122629,0.9836,46067,159741,109352000.0,19974,158174,29458.9,175470058
1320,2.0798,199986,14101,37013,10790,0,1992,1409,299.0,123683,0.9829,46353,152746,110953000.0,20220,163547,29265.3,176339736
1341,2.0901,199942,14239,37998,10861,0,1988,1388,307.4,125195,0.9849,46377,154901,117139000.0,20718,171641,27884.3,178678416
1351,2.0083,199950,14252,38492,10941,0,1986,1366,348.2,126705,0.9835,46164,143770,105600000.0,20815,167156,28948.1,179409474
1361,2.1188,199952,14340,38995,10972,0,1973,1348,311.9,127465,0.9825,46556,144386,115996000.0,21114,172450,30285,180207440
1371,2.1041,199926,14376,39479,11010,0,1959,1346,308.3,128218,0.9857,46444,140442,103415000.0,21342,156143,30732,181796346
1391,2.1102,199912,14442,40528,11080,0,1952,1340,346.5,130217,0.9847,46725,143486,116306000.0,21671,175219,29034.8,183586897
1401,2.109,199905,14478,40989,11133,0,1949,1328,343.0,131116,0.9839,46539,149367,103871000.0,21918,163413,29435.8,184418319
1412,2.1576,199911,14573,41493,11174,0,1944,1319,312.2,132031,0.9833,46785,146184,107560000.0,22135,188432,24451.7,185305873
1433,2.122,199859,14715,42523,11256,0,1931,1306,326.3,133540,0.9858,46895,155328,112490000.0,22635,169967,24520.5,187744894
1443,2.2509,199831,14788,43035,11288,0,1935,1293,332.0,134306,0.9858,46682,145664,113352000.0,22640,180547,31766.2,188748863
1463,2.1914,199856,14939,44017,11377,0,1921,1289,334.8,135967,0.9854,46725,164733,121079000.0,23195,186809,28365.8,190639845
1473,2.2568,199808,14962,44497,11426,0,1902,1298,310.8,137037,0.9854,46899,147869,104991000.0,23428,215471,26444.7,191637418
1482,2.247,199859,15031,44894,11449,0,1897,1289,304.7,137811,0.985,46696,147489,104476000.0,23627,178789,29516.4,192556631
1493,2.2117,199834,15103,45460,11478,0,1903,1269,300.8,138576,0.9848,46532,140410,108162000.0,23877,215458,32633.8,193510640
1514,2.317,199733,15169,46511,11575,0,1890,1264,318.0,140388,0.9838,46607,132458,96394400.0,24382,152801,24516.3,195286590
1525,2.2429,200000,15287,47093,11632,0,1883,1262,328.4,141924,0.9866,46704,129514,92536500.0,24685,169679,23461.5,196840843
1535,2.2285,200000,15388,47612,11677,0,1881,1248,321.9,142677,0.9866,46577,150771,108999000.0,24944,183005,28600.7,197826148
1555,2.3485,199742,15361,48597,11731,0,1875,1248,332.6,143580,0.9853,46734,136497,108560000.0,25160,184845,27751.1,199562412
1565,2.3416,199703,15412,49168,11781,0,1870,1232,306.8,144808,0.9845,46928,140277,102831000.0,25441,161213,26608.5,200380298
1575,2.2324,200000,15489,49648,11830,0,1865,1216,286.8,145716,0.9836,47098,139866,101392000.0,25976,168787,32467.7,201915428
1585,2.3251,200000,15519,50160,11876,0,1856,1203,329.5,146949,0.9866,46983,148645,111392000.0,25998,161195,25923.1,202893596
1595,2.5002,200000,15544,50664,11912,0,1860,1183,319.2,148028,0.9853,47071,137983,104238000.0,26265,181231,28662.2,203687786
1615,2.4142,200000,15639,51703,11968,0,1856,1179,357.6,149886,0.9871,47301,136986,106568000.0,26596,168733,24575.8,206025227
1625,2.3855,200000,15674,52202,12019,0,1848,1165,325.5,150949,0.9864,47384,146545,106201000.0,26855,168725,28191.7,206877877
1635,2.3465,200000,15676,52682,12065,0,1839,1156,322.0,151859,0.9856,47309,143514,106332000.0,27090,186040,28817,207698374
1655,2.4371,200000,15799,53638,12118,0,1833,1148,325.3,153397,0.9874,47448,138176,98870000.0,27592,181722,25057.9,210059917
1665,2.3739,200000,15818,54150,12163,0,1829,1150,370.6,154787,0.9865,47326,140184,103840000.0,27617,183798,27834.8,210855060
1675,2.3039,200000,15828,54677,12210,0,1824,1134,333.8,155697,0.9858,47397,135208,103051000.0,27908,198001,29182.9,211702176
1695,2.3426,200000,15913,55674,12256,0,1820,1132,372.9,157565,0.9875,47456,122968,92768500.0,28162,145865,23701.8,214060977
1705,2.5015,200000,15955,56153,12301,0,1821,1119,360.4,158633,0.9867,47404,141174,104731000.0,28388,166079,27977.3,214885201
1715,2.4304,200000,16000,56720,12340,0,1813,1114,326.4,159550,0.986,47607,141866,104753000.0,28705,173867,31336.2,215721122
1725,2.3822,200000,16023,57256,12371,0,1807,1105,319.7,160313,0.9857,47353,154311,120271000.0,28991,182956,30525.2,216644152
1735,2.4274,200000,16074,57801,12397,0,1815,1088,313.2,161084,0.988,47278,142840,109293000.0,29290,171357,30148.2,218144621
1755,2.3398,200000,16080,58879,12475,0,1815,1079,351.4,163083,0.987,47269,135927,103857000.0,29680,206214,26085.7,219902957
1765,2.4092,200000,16110,59362,12518,0,1810,1074,326.5,164151,0.9861,47500,133985,97862900.0,29885,168517,26017.2,220689031
1785,2.3829,200000,16209,60350,12587,0,1805,1069,365.8,166155,0.9873,47572,131569,92319100.0,30118,167122,24198.6,222938833
1795,2.4149,200000,16211,60843,12631,0,1794,1067,331.5,167228,0.9864,47724,139381,100851000.0,30362,175063,27458.6,223723217
1815,2.4773,200000,16363,61859,12680,0,1785,1073,342.8,168779,0.9879,47810,136246,103199000.0,30875,215232,23026,226042147
1825,2.472,200000,16363,62378,12730,0,1769,1093,345.7,170326,0.9868,47846,130908,96699200.0,30903,160788,28103.8,226783229
1845,2.547,200000,16392,63379,12782,0,1763,1082,381.3,172189,0.9876,47788,133473,104379000.0,31195,158304,27037.6,228960649
1855,2.5268,200000,16398,63898,12837,0,1754,1086,345.5,173410,0.9863,47836,116453,80274300.0,31468,201193,24550.6,229643320
1875,2.4982,200000,16528,64899,12892,0,1746,1083,380.0,175431,0.9877,47898,138503,104342000.0,31756,162578,23572.1,231963634
1905,2.4434,199973,16624,66365,12993,0,1748,1051,375.3,178201,0.9878,47905,141502,99178100.0,32260,162425,23955.5,234957344
1915,2.5786,199965,16619,66866,13047,0,1746,1039,337.6,179581,0.9872,48018,129924,90738000.0,32527,192066,26271.9,235809097
1926,2.5324,199923,16614,67398,13080,0,1747,1031,327.2,180348,0.9886,47820,127507,92581200.0,32773,156984,24018.6,237139260
1948,2.6391,199829,16675,68456,13142,0,1743,1019,368.9,182683,0.9891,48273,131503,102403000.0,32996,184035,26408.7,239246484
1956,2.5229,199904,16725,68863,13170,0,1742,1013,339.4,183451,0.9888,48249,134906,92512300.0,33312,175777,22776.2,240177834
1966,2.4508,199927,16736,69355,13203,0,1743,1004,383.7,184538,0.988,48130,126655,99118700.0,33276,197717,26945.7,240973585
1976,2.5203,199916,16753,69827,13239,0,1730,1012,347.2,185780,0.9869,48403,132068,104737000.0,33496,185335,30914.9,241710699
1997,2.5738,199834,16850,70908,13284,0,1732,1003,350.5,187334,0.9884,48476,136473,96819700.0,33955,164981,27471.9,244050600
2007,2.5553,199854,16869,71386,13337,0,1723,1010,348.5,188876,0.9868,48522,134094,101538000.0,34032,193434,30150.5,244669984
2020,2.5685,199755,16880,72053,13361,0,1723,993,331.2,189651,0.9893,48160,149294,120914000.0,34341,181763,27725.4,246271059
2038,2.6153,199806,16905,72963,13413,0,1723,988,365.7,191516,0.9882,48326,139081,109678000.0,34618,197459,26685,247989677
2048,2.6102,199810,16901,73479,13451,0,1727,980,331.3,192756,0.9873,48385,134351,96230900.0,34873,203377,26033.2,248765006
2070,2.5841,199758,16933,74519,13489,0,1729,971,370.5,194478,0.9882,48410,132676,104349000.0,35094,197934,28002.4,250973654
2079,2.5983,199815,16950,74917,13538,0,1726,970,355.5,195868,0.9871,48326,123755,88361300.0,35327,175895,28362.2,251681933
2090,2.6279,200000,17020,75438,13567,0,1723,963,358.9,196958,0.9896,48602,135343,108319000.0,35484,171591,26987,253329251
2110,2.6628,199757,17009,76451,13619,0,1724,955,359.8,198824,0.9876,48705,126528,98810300.0,35769,168168,26656.1,254804075
2120,2.7616,199731,17049,76988,13646,0,1716,950,339.0,199754,0.9892,48714,139421,99991000.0,36032,173919,24473.9,256208294
2130,2.6206,199740,17080,77504,13675,0,1709,953,339.9,201002,0.9881,48800,128736,101763000.0,36076,172910,29540.1,256918908
2140,2.7283,200000,17151,77966,13714,0,1713,936,375.2,202561,0.9899,48657,130114,102573000.0,36337,224205,26426.5,258377047
2160,2.7269,200000,17178,78980,13800,0,1710,931,381.2,204392,0.9877,48998,112343,82925000.0,36834,170186,25806,259849169
2170,2.7608,200000,17213,79481,13829,0,1708,928,372.6,205640,0.9896,48939,139290,111272000.0,36854,188658,28522.4,261349479
2190,2.6967,200000,17289,80548,13904,0,1712,913,373.0,207483,0.9884,48987,120046,88529000.0,37412,216707,24269.8,263048397
2200,2.8118,200000,17386,81059,13921,0,1710,920,400.7,208586,0.9898,48853,123654,102782000.0,37427,239658,29310.4,264440946
2210,2.6161,200000,17424,81581,13966,0,1709,915,358.3,209820,0.9896,48763,123940,109252000.0,37708,261844,29059.2,265381617
2220,2.6217,200000,17501,82076,13989,0,1702,922,324.0,210596,0.9888,48766,133750,111521000.0,37969,209992,29058.5,266161195
2240,2.6649,200000,17566,83095,14037,0,1706,908,354.5,212787,0.9895,48638,118353,97507200.0,38284,211939,27966.9,268341832
2250,2.6101,200000,17576,83586,14069,0,1695,922,322.7,213714,0.9886,48660,137776,110034000.0,38529,199671,28076,269095588
2260,2.6804,200000,17621,84082,14085,0,1697,911,312.7,214498,0.9901,48633,134662,102137000.0,38776,200328,26676.5,270492372
2280,2.7877,200000,17672,85105,14130,0,1696,908,357.8,216692,0.9894,48487,133304,101060000.0,39068,170684,26808.3,272286590
2290,2.8411,200000,17746,85596,14150,0,1698,902,336.5,217631,0.9881,48481,124994,83802800.0,39308,189941,24758.3,272918272
2300,2.6728,200000,17762,86111,14187,0,1693,899,341.3,219194,0.9895,48700,123352,96701300.0,39306,172741,24834,274286062
2310,2.7284,200000,17793,86578,14208,0,1692,895,336.4,219972,0.9888,48554,133140,102188000.0,39485,195148,27447.2,275103693
2330,2.7339,200000,17936,87620,14254,0,1688,892,379.4,222005,0.9898,48690,126333,97524700.0,39773,182171,20221.2,277353695
2340,2.8142,200000,17973,88154,14299,0,1682,895,342.8,223079,0.9887,48855,118134,80890100.0,40059,222521,25726.1,278038829
2360,2.7874,200000,18063,89151,14360,0,1681,886,386.1,225418,0.9893,48695,127669,94169900.0,40280,165874,26865.1,280212753
2370,2.6466,200000,18088,89639,14380,0,1677,881,351.1,226198,0.9888,48807,132676,98071200.0,40471,195263,27254,281040427
2390,2.7987,200000,18090,90656,14453,0,1678,869,395.4,228524,0.9896,48969,131235,99314600.0,40723,171873,26920.2,283257402
2400,2.7999,200000,18131,91145,14475,0,1666,874,349.4,229302,0.9885,48975,139492,95802800.0,40985,192644,29297.7,283947193
2420,2.758,200000,18178,92104,14535,0,1666,878,389.4,231642,0.9896,48785,136267,110185000.0,41181,219531,29038.2,286242943
2430,2.7496,200000,18236,92578,14553,0,1661,878,362.1,232424,0.9908,48854,126726,89254400.0,41400,163953,25478.7,287589271
2440,2.8239,200000,18298,93082,14574,0,1656,887,399.6,233683,0.9901,48748,131694,103769000.0,41379,193949,26270.6,288392497
2450,2.7846,200000,18290,93539,14610,0,1656,886,358.3,234767,0.9892,49036,115683,86859300.0,41593,215069,25907.3,289112799
2460,2.8096,200000,18301,94034,14628,0,1661,875,339.1,235548,0.9905,49018,122313,98539100.0,41832,186218,22739.5,290507228
2480,2.8764,199997,18306,95012,14696,0,1659,870,407.6,238355,0.9901,49088,116698,89588400.0,41864,177362,23014.1,292379525
2490,2.8128,199979,18283,95479,14736,0,1656,874,362.8,239435,0.9891,49289,147054,103446000.0,42098,202432,29685.5,293081661
2500,2.8419,199985,18294,95968,14750,0,1657,865,343.0,240220,0.9902,49379,130808,106705000.0,42330,184691,21964.3,294380134
2510,2.6638,199975,18302,96418,14789,0,1654,868,387.2,241781,0.9893,49291,119092,86064000.0,42268,164441,24725.7,295130592
2531,2.9416,199937,18310,97458,14855,0,1652,869,427.3,243955,0.9899,49432,129882,102591000.0,42483,180689,25787.3,297276797
2542,2.8318,199901,18362,97970,14883,0,1658,858,377.0,244886,0.9911,49553,134961,90842100.0,42703,196932,29043.9,298644336
2564,2.7674,199851,18316,99037,14931,0,1646,867,409.1,247233,0.9912,49611,126468,92928900.0,42969,184595,25688.4,300664600
2572,2.8374,199869,18349,99410,14945,0,1648,855,373.2,248019,0.9907,49326,129112,93193900.0,43174,187669,23625.5,301519879
2582,2.8176,199885,18351,99908,14979,0,1645,853,380.6,249585,0.9896,49610,120349,92724700.0,43077,179641,24824,302183148
2603,2.8349,199850,18407,100928,15006,0,1643,855,414.0,251157,0.9904,49464,127473,99491600.0,43244,187606,27096.7,304408735
2614,2.9193,199802,18436,101455,15041,0,1636,862,372.5,252721,0.9914,49474,129803,94611500.0,43462,202395,25585.7,305700392
2635,2.8724,199774,18553,102435,15090,0,1624,874,431.3,255071,0.9915,49813,117092,86858200.0,43840,160638,21934.6,307726940
2645,2.8697,200000,18566,102916,15127,0,1629,872,422.3,256634,0.9903,49683,124192,90351900.0,43808,156650,23681.9,308512575
2655,2.825,200000,18564,103408,15161,0,1628,867,408.5,257880,0.9912,49841,116156,88968300.0,43828,169785,24526,309796847
2665,2.9141,200000,18567,103846,15192,0,1622,868,368.5,258967,0.9904,50028,127138,95289000.0,43999,195333,23401.5,310525512
2675,3.0202,200000,18624,104285,15209,0,1620,867,392.2,259908,0.9912,49847,118751,84966300.0,43935,188963,21182.4,311781902
2685,3.0169,200000,18579,104762,15255,0,1622,862,371.1,261302,0.9905,49825,116937,91463400.0,44160,211062,29228.7,312608693
2705,2.8338,200000,18649,105749,15298,0,1627,854,405.2,263338,0.991,50075,128066,108523000.0,44413,224276,22966.8,314820406
2715,2.9141,200000,18657,106218,15334,0,1620,867,366.5,264421,0.9903,50019,115946,80033400.0,44597,211119,25149.7,315578390
2735,2.9749,200000,18720,107123,15387,0,1620,864,405.3,266767,0.9906,50135,120376,91828300.0,44745,183954,23503,317648116
2745,2.8772,200000,18765,107615,15402,0,1619,858,374.5,267551,0.9916,50042,126778,90900100.0,44984,176300,25791.3,318978769
2755,2.805,200000,18770,108090,15415,0,1617,863,368.8,268658,0.9911,50299,128405,101151000.0,44954,182618,25613.9,319808345
2765,2.77,200000,18752,108536,15458,0,1614,869,354.3,269894,0.9904,50126,132617,97160100.0,45157,183134,25481.5,320583660
2785,2.8615,200000,18823,109499,15512,0,1617,866,394.4,271919,0.991,50246,125090,96059700.0,45335,170908,25814.9,322772165
2795,3.0004,200000,18790,109971,15549,0,1609,873,354.7,273002,0.9901,50498,131085,97043100.0,45559,209631,28646.7,323478373
2815,2.9478,200000,18829,110904,15588,0,1603,876,384.7,275043,0.991,50682,120695,91645900.0,45754,183107,27221.2,325758036
2825,2.9173,200000,18841,111369,15628,0,1604,874,347.8,276123,0.9905,50735,140822,104596000.0,45963,196754,27539.9,326581260
