SimTime,TTI,ActiveAgents,WaitingReroute,CompletedTrips,DynamicReroutes,BlackZones,RedZones,YellowZones,RouterRPS,SavedDuplicates,RouterLoad,GreenZones,VisitedNodes,RouteCycles,WaitingSpawn,RouteTimeMaxUs,RouteTimeAvgUs,RouterWaitTimeUs
34745,6.3197,200000,24656,1127230,903367,44,2998,1450,767.2,4580543,0.9991,35330,57091.2,46767700.0,7408,135371,11631.3,3515340965
34765,5.4224,200000,24670,1127686,904438,44,2996,1449,746.7,4582178,0.9991,34963,51272.4,38145600.0,7503,162667,11281.6,3517301858
34775,6.792,199985,24854,1127888,904859,44,2994,1446,725.6,4583187,0.999,34841,56865,55334000.0,7475,143846,15607.5,3518328561
34797,7.3333,199947,25190,1128406,905651,44,2990,1450,733.7,4584148,0.9991,34949,47306.2,47914300.0,7735,159889,8443.29,3520524782
34808,6.4373,199925,25186,1128657,906365,44,2986,1456,721.4,4585504,0.9991,34877,46045.5,31939400.0,7637,97397,8212.11,3521516525
34826,6.8737,199973,25186,1129052,907508,45,2986,1460,791.2,4587382,0.999,34867,57842.8,41242800.0,7572,128652,9116.52,3523346459
34838,5.8509,199942,25274,1129297,908055,45,2987,1463,739.6,4588105,0.9991,34803,48837.6,40860500.0,7660,214545,10500.1,3524413474
34848,4.8084,199903,25247,1129541,908645,45,2985,1468,779.2,4589270,0.9991,34615,56737.6,37057300.0,7532,135730,9892.28,3525553328
34859,5.7845,199903,25143,1129773,909326,45,2984,1464,809.3,4590496,0.9991,34451,53221.9,32462400.0,7497,157067,9205.07,3526518893
34879,6.2167,199897,25158,1130260,910591,45,2990,1463,874.2,4592409,0.9991,34631,58069.1,36469200.0,7525,103456,8741.21,3528487260
34889,6.5924,199940,25108,1130446,911337,45,2988,1466,835.8,4593415,0.9991,34613,53439.6,33373500.0,7515,140648,9122.11,3529491815
34899,5.5804,199878,25073,1130688,911978,45,2988,1465,849.3,4594518,0.9991,34557,57408.1,34537200.0,7448,105865,9513.68,3530551362
34917,5.8938,199931,25075,1131110,913180,45,2990,1462,893.2,4596503,0.9991,34763,56198.6,34972700.0,7363,167626,10419,3532587909
34928,6.7118,199918,25170,1131352,913695,45,2991,1464,861.3,4597573,0.9991,34554,61249.8,45519800.0,7339,144194,10416.3,3533468136
34940,7.3702,199898,25348,1131599,914135,45,2992,1463,777.1,4598409,0.9991,34507,65710.5,55336200.0,7439,264228,17024.9,3534559019
34949,6.3342,199901,25221,1131789,914712,45,2992,1462,755.8,4598944,0.9991,34397,54298.1,39630800.0,7532,144793,9616.04,3535440247
34958,7.7539,199933,25251,1131991,915387,45,2995,1456,810.7,4599862,0.9991,34341,54385.8,35620700.0,7408,157990,9021.96,3536450052
34980,5.838,199891,25288,1132511,916541,45,2992,1459,846.1,4601890,0.9991,34525,53954.2,39053200.0,7548,132388,10483.6,3538545328
34990,6.4807,199872,25471,1132751,917000,45,2994,1456,820.7,4602858,0.9991,34445,56897.3,39576800.0,7505,115784,9491.07,3539578999
35000,6.649,200000,25378,1132998,917936,45,2997,1457,834.4,4604311,0.9991,34619,52436.1,36455700.0,7562,165495,9882.67,3540565646
35020,7.3671,200000,25309,1133487,919172,45,3000,1457,891.4,4606420,0.9991,34581,56625,34435300.0,7562,159952,9671.02,3542577283
35030,6.5714,200000,25499,1133721,919581,45,2997,1463,803.5,4607286,0.9991,34646,63731.9,42806900.0,7543,181177,10317.7,3543708618
35040,7.8769,200000,25502,1133972,920179,45,2998,1463,814.3,4608280,0.9991,34378,57516.1,38657100.0,7543,133834,10018.4,3544723447
35050,7.2618,200000,25359,1134196,920937,45,2999,1462,833.9,4609433,0.9991,34346,52126.8,33331800.0,7557,99866,9586.6,3545623110
35060,5.338,200000,25587,1134411,921262,45,3001,1460,748.6,4610066,0.9991,34525,60270.1,46231600.0,7536,121553,11008.2,3546676890
35070,8.0275,200000,25596,1134622,921824,45,3001,1463,751.7,4611094,0.9991,34252,59351.8,35657100.0,7530,92253,9285.8,3547681861
35080,6.5908,200000,25539,1134852,922415,45,2999,1462,767.3,4612093,0.9991,34103,57970.1,36613200.0,7518,132312,9944.21,3548759463
35100,5.8253,200000,25533,1135300,923615,44,3001,1465,851.3,4614394,0.9991,34183,58758.6,36742600.0,7509,112606,9148.26,3550738750
35110,7.3561,200000,25541,1135511,924137,44,3000,1468,819.9,4615461,0.9991,34179,57432.3,34188300.0,7510,115020,9189.16,3551656227
35120,5.7882,200000,25389,1135746,924882,44,2998,1469,854.4,4616619,0.9991,34299,55223.4,34853000.0,7518,142823,10165.2,3552790956
35130,5.6581,200000,25215,1135984,925604,44,2993,1469,810.8,4617494,0.9991,34527,53370,34089800.0,7515,138108,8193.66,3553780845
35150,6.3863,200000,25328,1136423,926861,44,2995,1464,902.3,4619893,0.9991,34663,57709.8,37206000.0,7389,105224,10123,3555711640
35160,6.6414,200000,25357,1136667,927416,44,2995,1473,867.8,4620927,0.9991,34463,59390.1,36017300.0,7428,125508,10166.7,3556703396
35170,7.1735,200000,25122,1136889,928207,44,2997,1473,830.7,4622043,0.9991,34602,54723.7,36770500.0,7424,174217,10653.3,3557623597
35190,6.6316,200000,25228,1137346,929211,44,2994,1474,857.4,4623904,0.9991,34706,63503,44277000.0,7437,143285,10808.2,3559776508
35200,6.88,200000,25191,1137568,929841,44,2993,1472,865.6,4624707,0.9991,34554,57056,40523800.0,7411,124343,10396.1,3560773938
35210,6.1724,200000,25265,1137781,930451,44,2990,1475,790.0,4625370,0.9991,34556,53173.6,36760900.0,7503,121542,11806.3,3561764900
35220,6.162,200000,25232,1138002,931061,44,2993,1474,792.5,4626353,0.9991,34587,52227.9,36523500.0,7529,153795,9502.03,3562741587
35230,7.4201,200000,25244,1138226,931646,44,2994,1479,806.2,4627362,0.9991,34606,61150.4,45174000.0,7407,151541,11179.1,3563817973
35250,6.8476,200000,25261,1138674,932831,44,2994,1483,916.9,4629359,0.999,34474,53739.1,45851500.0,7503,160956,13158.6,3565721509
35260,5.6871,199983,25480,1138931,933109,44,2998,1477,814.5,4629879,0.9991,34487,54949.4,50020900.0,7535,192042,10020.8,3566872967
35271,7.0748,199972,25505,1139156,933696,44,2998,1473,801.9,4631047,0.9991,34515,55060.5,41260700.0,7536,122228,11465.7,3567839962
35281,6.277,199986,25671,1139356,934055,44,2996,1470,707.3,4631806,0.9991,34588,55807,48783200.0,7643,153273,12635.2,3568793806
35291,6.8651,199974,25764,1139573,934635,44,2993,1471,718.3,4632501,0.9991,34534,49890.7,36740100.0,7623,137662,9380.16,3569802214
35301,5.7574,199979,25764,1139802,935277,44,2994,1469,726.6,4633616,0.9991,34405,49514,34587200.0,7637,118137,9771.31,3570849055
35323,6.932,199907,25720,1140346,936379,44,2991,1471,816.9,4635381,0.9991,34422,51769.7,37454000.0,7767,129756,9886.89,3572887135
35333,7.1856,199917,25620,1140606,937041,44,2990,1473,831.2,4636307,0.9991,34286,48078.7,30997000.0,7785,213782,9059.95,3573962207
35343,6.3491,199935,25752,1140800,937506,44,2989,1477,813.6,4637275,0.9991,34342,62112.2,43650500.0,7737,137998,10458.8,3574939525
35353,6.3588,199929,25846,1141027,937981,44,2992,1475,747.1,4638235,0.9991,34449,58756.3,38588800.0,7708,112666,9678.78,3575957841
35362,6.9218,199918,25911,1141236,938568,44,2997,1471,762.5,4639241,0.9991,34352,57912,34633600.0,7693,118482,9472.43,3576963565
35371,6.6292,199969,25890,1141428,939180,44,2994,1477,780.3,4640222,0.9991,34192,59488.2,36200300.0,7689,94540,10446.8,3577790036
35382,6.2396,199945,25926,1141694,939699,44,3002,1471,775.3,4640975,0.9991,34106,62542.8,40688700.0,7684,120411,9757.95,3578898335
35404,6.9556,199901,25990,1142197,940834,44,3006,1472,837.5,4643344,0.9991,34350,56280.9,35448000.0,7687,107407,8701.16,3581002516
35414,6.1997,199894,25892,1142427,941542,44,3006,1471,790.4,4644384,0.9991,34443,56231.4,35022100.0,7719,129023,10106.5,3581982619
35424,7.7058,199883,25855,1142646,942128,44,3004,1472,794.4,4645389,0.9991,34285,63170.6,38597900.0,7696,127681,10638.6,3582937058
35444,6.319,199897,25950,1143074,943312,44,3002,1472,862.3,4647399,0.9991,34399,56528.7,38545200.0,7680,173124,10088.5,3584960013
35454,7.022,199898,25871,1143329,943945,44,3005,1468,821.0,4648671,0.9991,34357,57473.4,36592200.0,7600,148410,10015.6,3585877900
35463,6.6322,199922,25927,1143545,944503,44,3009,1458,791.8,4649541,0.9991,34264,61179.3,36397000.0,7721,156518,10245.4,3586924441
35485,6.3532,200000,25937,1144065,946160,44,3016,1450,959.6,4651860,0.9991,34263,55787,34441900.0,7642,132097,8557.89,3589071913
35495,6.619,200000,25936,1144281,946749,44,3016,1453,927.8,4652858,0.9991,34189,63073.9,40032900.0,7614,129613,10722.3,3590104759
35505,6.4221,200000,25932,1144505,947366,44,3016,1457,856.0,4654153,0.9991,34280,57960.2,36474500.0,7616,114757,9291.77,3591077261
35515,6.2514,200000,25896,1144724,948011,45,3015,1455,849.3,4655258,0.9991,34104,59234.6,38572000.0,7601,141223,10479.5,3592089592
35525,6.9822,200000,25910,1144925,948598,45,3016,1456,794.3,4656259,0.9991,34315,57257.1,37840600.0,7579,149474,9765.77,3593094959
35545,7.1159,200000,25841,1145376,949985,45,3018,1456,874.3,4658217,0.9991,34377,50316.5,31448200.0,7595,110365,8674.7,3595108921
35555,5.8354,200000,25780,1145619,950670,45,3021,1453,840.3,4659279,0.9991,34251,55828.1,37126600.0,7513,187286,9714.94,3596203594
35575,5.9651,200000,25817,1146078,951842,45,3026,1446,871.5,4661291,0.9991,34431,61449.3,39407800.0,7641,155784,9160.51,3598187370
35585,7.732,200000,25786,1146313,952521,45,3028,1447,905.1,4662832,0.9991,34219,58854.4,37314200.0,7514,123804,9788.23,3599119736
35595,7.7733,200000,25776,1146571,952971,45,3028,1446,818.3,4663495,0.9991,34296,64051.9,43834600.0,7535,132535,11663.7,3600234470
35615,6.4972,200000,25790,1146991,954117,45,3030,1446,864.7,4665521,0.9991,34250,58603.7,36778800.0,7553,110638,9103.38,3602183766
35625,6.906,200000,25726,1147216,954859,46,3031,1446,829.1,4666684,0.9991,34317,54380.8,34734200.0,7547,112411,9332.86,3603241827
35635,6.1567,200000,25828,1147450,955387,46,3029,1451,810.7,4667428,0.9991,34060,61039.1,37014100.0,7553,120038,9889.51,3604226646
35655,7.2341,200000,25914,1147912,956452,46,3030,1448,857.8,4669385,0.9991,34306,61522,39824400.0,7497,130226,8994.73,3606248423
35665,6.0782,200000,25871,1148134,957174,46,3032,1445,818.0,4670574,0.9991,34281,57949.6,36499400.0,7494,161914,10263.3,3607255594
35685,6.1045,200000,25959,1148529,958280,46,3030,1449,860.6,4672487,0.9991,34226,58117.2,36153200.0,7458,129372,9492.54,3609274667
35695,5.2214,200000,25943,1148741,958888,46,3032,1448,857.0,4673631,0.9991,34101,59214.8,36470900.0,7429,176991,9970.63,3610242329
35705,6.842,200000,25967,1148965,959503,46,3032,1450,801.6,4674769,0.9991,34277,59289.8,38103200.0,7423,117837,10004.4,3611208817
35725,6.3167,200000,25938,1149419,960689,46,3028,1457,851.8,4676598,0.9991,34282,58318.8,37354500.0,7445,128093,9293.16,3613200658
35735,5.2992,200000,25892,1149637,961353,46,3032,1459,811.6,4677681,0.9991,34197,55938.5,34518600.0,7418,136615,9788.38,3614188564
35755,6.0488,200000,25958,1150092,962475,46,3036,1451,850.3,4679425,0.9991,34227,62109.9,39138000.0,7425,107626,9978.32,3616199294
35765,6.3561,200000,25738,1150314,963233,46,3035,1454,873.2,4680726,0.9991,34057,56205.9,34066800.0,7444,135231,9778.25,3617299825
35775,6.994,200000,25819,1150535,963804,46,3037,1446,804.9,4681748,0.9991,34168,64957.8,42539100.0,7438,172888,11151.6,3618315874
35795,7.0537,200000,25830,1150971,964884,46,3037,1446,862.3,4683693,0.9991,34187,64541.1,42214700.0,7378,167456,9024.03,3620308758
35805,6.8836,200000,25713,1151163,965681,46,3043,1440,897.4,4684647,0.9991,34040,53855.1,33083700.0,7330,113547,10175.2,3621323661
35815,6.957,200000,25798,1151387,966204,46,3044,1440,823.1,4685557,0.9991,34230,64284.1,41534800.0,7322,132291,10304.8,3622241979
35825,6.5455,200000,25853,1151582,966763,46,3045,1440,811.9,4686427,0.9991,34057,63646.4,39564800.0,7301,144124,10146.9,3623256555
35835,6.5493,200000,25812,1151825,967420,46,3044,1442,823.4,4687523,0.9991,34064,56331.8,35629300.0,7320,126843,9785,3624279020
35855,6.2063,200000,25818,1152262,968614,46,3040,1447,874.9,4689357,0.9991,34353,58373.9,38878700.0,7337,152907,9807.79,3626251849
35865,7.7126,200000,25757,1152480,969286,46,3040,1447,826.1,4690433,0.9991,34380,57341.3,35795600.0,7309,109769,9658.17,3627256180
35885,6.7463,199979,25747,1152927,970589,46,3042,1445,903.3,4692319,0.9991,34555,57632.2,36371000.0,7308,118421,9592.45,3629182588
35895,7.211,199980,25788,1153152,971131,46,3043,1445,864.8,4693211,0.9991,34396,61668.9,38266100.0,7289,111775,9396.17,3630325644
35905,6.2546,199986,25805,1153368,971708,46,3042,1448,789.4,4693903,0.9991,34376,57699.7,41662100.0,7396,130540,10864.3,3631315412
35926,6.7705,199977,25888,1153850,972835,46,3038,1452,841.4,4695959,0.9991,34339,61245.8,38804200.0,7386,128248,9080.86,3633339278
35936,5.5171,199956,25801,1154057,973461,46,3037,1453,849.0,4696918,0.9991,34145,56887.4,35544900.0,7356,125790,11197.8,3634371762
35946,6.3026,199963,25812,1154262,973997,46,3039,1454,829.0,4697970,0.9991,34046,61001.2,42467000.0,7347,125743,10183.3,3635330590
35956,6.705,199977,25713,1154467,974694,46,3036,1461,826.8,4698866,0.9991,34156,54318.8,34683500.0,7354,149842,10068.7,3636377184
35966,6.233,199974,25758,1154696,975313,46,3038,1461,828.2,4699842,0.9991,34243,55056.1,43381700.0,7345,186796,12996.1,3637363019
35976,6.4223,199975,25897,1154912,975709,46,3034,1462,748.2,4700722,0.9991,34407,61032.4,53028900.0,7348,151822,11422.3,3638333952
35997,6.3062,199928,25991,1155411,976640,46,3038,1462,783.1,4702332,0.9991,34402,57096.4,38920300.0,7435,111350,8811.37,3640410888
36007,5.9783,199957,25827,1155617,977453,46,3041,1461,772.5,4703265,0.9991,34563,52193.1,32918700.0,7448,106887,9646.42,3641365441
36027,8.0271,199943,25849,1156037,978716,46,3040,1468,852.3,4705663,0.9991,34562,57858.4,37199000.0,7348,114905,10043.6,3643396502
36037,7.12,199936,25969,1156261,979205,46,3039,1473,794.6,4706289,0.9991,34267,59409.9,37088100.0,7471,195144,10779.7,3644365136
36048,5.3897,199926,25955,1156506,979808,46,3037,1473,748.9,4707271,0.9991,34210,59772.9,42645700.0,7467,155525,10027.4,3645411630
36068,6.7996,199923,25896,1156934,981021,46,3044,1469,826.7,4709229,0.9991,34171,51306.8,35129900.0,7456,149132,8609.67,3647434344
36078,7.029,199907,25933,1157164,981627,46,3041,1467,777.4,4710216,0.9991,34098,53958.9,35631000.0,7459,128896,9679.04,3648388297
36087,6.8319,199919,25943,1157393,982170,46,3041,1462,782.6,4711261,0.9991,33938,59130.4,35819300.0,7467,90299,9618.5,3649312513
36098,6.3447,199918,25996,1157666,982755,46,3041,1461,784.2,4712268,0.9991,33918,58371.4,38227900.0,7492,150393,10650.7,3650371759
36107,4.8465,199936,25935,1157855,983405,46,3043,1463,788.1,4713212,0.9991,34074,61228.1,38440700.0,7497,151220,10284.8,3651289462
36129,6.122,199885,25954,1158344,984550,46,3039,1466,855.3,4715251,0.9991,34043,53105,38648800.0,7511,141364,10200.4,3653331479
36139,5.772,199879,26007,1158568,985070,46,3040,1462,787.1,4716321,0.9991,34020,57620.5,35444700.0,7498,131519,8712.69,3654383741
36160,7.0378,199898,26166,1158992,986385,46,3042,1457,869.0,4718193,0.9991,34023,60549.7,37810900.0,7413,145257,9007.58,3656479408
36170,7.5277,199902,26154,1159193,987049,46,3042,1451,813.1,4719441,0.9991,34281,60852.1,38137800.0,7399,112408,10139,3657310446
36190,6.8603,200000,26440,1159662,988388,47,3042,1447,891.8,4721677,0.9991,34183,60661.8,37326200.0,7516,159847,9203.44,3659502157
36200,5.6098,200000,25976,1159882,989308,47,3047,1446,885.0,4723061,0.9991,34097,54471.6,34069700.0,7402,123279,8993.3,3660502129
36210,6.0126,200000,25948,1160120,990044,47,3050,1441,908.1,4724079,0.9991,33924,56155.9,35388800.0,7412,97287,9346.68,3661535723
36220,5.6347,200000,26009,1160345,990691,47,3049,1445,839.4,4725024,0.9991,34110,52795.1,31245800.0,7418,145503,9348.94,3662430589
36240,6.0466,200000,25936,1160787,991935,47,3048,1450,918.9,4727446,0.9991,34224,61186.9,39231500.0,7314,101367,9340.74,3664594743
36250,7.3499,200000,26123,1160979,992520,47,3043,1451,847.0,4728297,0.9991,34211,58532.4,35416400.0,7254,131257,9656.69,3665647632
36260,5.0627,200000,26155,1161197,993083,47,3044,1459,831.9,4729487,0.9991,34075,64687.3,38216500.0,7266,143252,10226.4,3666607025
36280,6.2006,200000,26117,1161665,994203,47,3046,1452,877.2,4731384,0.9991,34114,68495.5,43883600.0,7312,129726,10653.2,3668586094
36290,5.4528,200000,26085,1161887,994890,47,3042,1462,877.3,4732292,0.9991,34002,57509.3,35431700.0,7337,146461,9188.47,3669686298
36300,7.4122,200000,26037,1162109,995576,47,3043,1459,884.6,4733506,0.9991,34044,54957.8,33784900.0,7333,114149,9518.19,3670643769
36310,5.485,200000,26046,1162317,996143,47,3048,1454,866.9,4734533,0.9991,34093,60935.4,36747200.0,7315,128629,10630.8,3671548837
36320,6.812,200000,26053,1162547,996664,47,3048,1450,792.6,4735596,0.9991,34278,69313.1,45507600.0,7327,123641,10828.1,3672566967
36340,5.7694,200000,26135,1162964,997805,47,3044,1459,852.8,4737480,0.9991,34212,61554.9,40429600.0,7284,166385,10009.2,3674705066
36350,5.5906,200000,26065,1163184,998567,47,3047,1454,810.6,4738466,0.9991,34138,55354.2,34161800.0,7304,165831,9886.87,3675728355
36370,7.0247,200000,26138,1163601,999621,47,3042,1461,858.4,4740276,0.9991,34185,70445.7,44451000.0,7280,100939,9489.27,3677680364
36380,6.087,200000,26099,1163810,1000268,47,3043,1466,862.9,4741376,0.9991,34091,56328.2,34789400.0,7256,122263,10046.8,3678644537
36390,6.1774,200000,26067,1164039,1000845,47,3043,1463,793.4,4742223,0.9991,34181,61725.3,37678000.0,7276,128508,9668.99,3679711791
36410,7.0219,200000,26100,1164500,1002070,48,3042,1458,863.2,4744338,0.9991,34152,59737.3,37207800.0,7291,98452,9577.81,3681549978
36420,5.8825,200000,26062,1164723,1002691,48,3043,1461,810.0,4745309,0.9991,34148,63963.5,39730100.0,7257,127812,9867.32,3682748163
36430,6.1959,200000,26036,1164955,1003288,48,3041,1465,814.1,4746305,0.9991,34029,63831.9,40165500.0,7246,145939,11156.8,3683672388
36450,7.0124,200000,26113,1165393,1004446,48,3045,1459,869.1,4748166,0.9991,34058,65468.5,42451700.0,7267,91926,10268.4,3685654928
36460,6.5652,200000,25944,1165622,1005137,48,3048,1454,880.7,4749383,0.9991,33890,57962.8,36210900.0,7258,121982,9924.03,3686633723
36470,7.223,200000,25857,1165841,1005836,48,3053,1452,825.8,4750275,0.9991,33934,54486.5,32842200.0,7251,94598,8761.15,3687770161
36490,6.2735,200000,25780,1166233,1007220,48,3052,1451,909.9,4752228,0.9991,33997,59199.5,37314500.0,7241,109659,8860.08,3689762515
36500,6.1351,200000,25955,1166458,1007725,48,3054,1449,870.5,4753154,0.9991,33798,65672.8,39816900.0,7265,133023,11769.7,3690749348
36510,5.8991,200000,25934,1166663,1008331,48,3055,1452,808.5,4754133,0.9991,33911,60244,38035400.0,7232,115155,9685.43,3691775149
36520,6.7786,200000,25749,1166873,1009083,48,3057,1453,844.3,4754972,0.9991,33800,57399.5,33527000.0,7211,110894,8946.36,3692738538
36540,6.8968,199991,25886,1167273,1010277,48,3058,1452,900.5,4756649,0.9991,34015,61604.4,40162100.0,7153,147868,10175.1,3694710405
36550,7.4043,199974,25906,1167477,1010948,47,3060,1452,840.5,4757571,0.9991,33975,56463,35198900.0,7132,126823,9444.56,3695797522
36560,6.8532,199983,25841,1167690,1011665,47,3061,1449,852.9,4758765,0.9991,33794,55264.5,31912500.0,7126,113165,8967.86,3696743848
36581,6.5775,199990,25964,1168079,1012872,47,3058,1454,911.3,4760586,0.9991,33898,62995.9,40573200.0,7090,139615,10475.4,3698772246
36591,7.3483,199973,25958,1168314,1013473,47,3056,1454,893.8,4761576,0.9991,33825,63589.3,39535200.0,7090,167505,10534.3,3699796699
36601,7.6082,199971,26043,1168499,1013994,47,3058,1457,815.7,4762491,0.9991,33969,64478.2,42082500.0,7040,149109,10231.7,3700793043
36621,5.7424,199954,25787,1168882,1015495,47,3059,1458,917.5,4764647,0.9991,33881,53145.1,32303800.0,6974,106650,8689.16,3702807440
36631,5.4171,199952,25861,1169112,1016071,48,3058,1456,852.7,4765664,0.9991,33950,58000.3,36696500.0,6879,89666,9232.77,3703804210
36642,5.8734,199958,25853,1169370,1016681,48,3060,1458,849.6,4767125,0.9991,33977,58068.5,33822600.0,6895,181454,10446.2,3704810858
36663,6.6904,199920,25892,1169817,1017919,48,3060,1455,912.8,4768912,0.9991,34146,67327.3,42272100.0,6883,123258,10297.8,3706839465
36672,6.4811,199925,25814,1169999,1018613,48,3054,1464,914.9,4769962,0.9991,34067,57919.2,35560200.0,6871,97109,9745.87,3707792805
36682,6.9994,199924,25850,1170233,1019224,48,3050,1468,893.5,4770946,0.9991,33920,58108.8,36190100.0,6902,118382,10081.9,3708840928
36693,6.5124,199941,25928,1170456,1019759,48,3049,1469,813.2,4772006,0.9991,34092,68770.6,43554200.0,6916,125444,10553,3709838005
36701,7.1937,199960,25757,1170617,1020449,48,3054,1467,833.4,4773057,0.9991,34102,56763.7,33085100.0,6892,119938,9165.07,3710787365
36723,7.1798,199906,25837,1171082,1021506,48,3055,1468,876.4,4774859,0.9991,34287,67848.3,43791600.0,6882,134940,9812.32,3712852248
36732,6.4083,199951,25821,1171280,1022116,48,3057,1465,872.9,4775676,0.9991,34182,61423,37566800.0,6860,129861,10536.6,3713762350
36742,5.8585,199936,25867,1171498,1022659,48,3054,1465,799.8,4776721,0.9991,34274,64981.2,41378000.0,6849,135451,10187.9,3714741263
36764,6.7865,199911,25859,1171970,1023881,48,3061,1463,855.9,4778524,0.9991,34301,64111,40872700.0,6926,125257,9819.33,3716864858
36774,7.8877,199890,25811,1172202,1024522,48,3060,1471,794.7,4779475,0.9991,34342,61303.5,38210100.0,6960,159317,9475.34,3717840557
36794,6.1054,199908,25873,1172631,1025659,49,3059,1473,856.8,4781516,0.9991,34398,55070.8,34855900.0,6917,140649,9918.81,3719891674
36804,7.307,199901,25756,1172865,1026413,49,3062,1474,899.8,4782675,0.9991,34065,56982.5,35440100.0,6824,152883,9116.35,3720870298
36814,6.4295,199895,25835,1173085,1027049,49,3059,1482,832.4,4783635,0.9991,34204,58383.2,35625800.0,6862,124895,9582.29,3721868388
36823,5.4143,199914,25888,1173282,1027666,49,3063,1478,827.6,4784447,0.9991,34067,62455.7,37318500.0,6868,126396,9635.3,3722794230
36845,6.2904,199893,25820,1173777,1028969,49,3065,1475,900.2,4786648,0.9991,34267,56777.2,35322400.0,6894,111990,8991.41,3724880376
36855,5.8926,199891,25639,1173988,1029728,49,3067,1471,910.0,4787626,0.9991,34194,56969.2,34585300.0,6921,124315,9126.69,3725909722
36865,6.9052,199885,25769,1174217,1030365,49,3066,1474,841.2,4788574,0.9991,34441,58560.4,35365200.0,6938,125199,9902.74,3726842617
36885,6.3703,200000,25623,1174642,1032108,49,3067,1473,993.2,4791296,0.9991,34591,58466.3,36481300.0,6863,141014,9516.08,3728928271
36895,5.8894,200000,25575,1174879,1032779,49,3067,1476,965.8,4792049,0.9991,34425,59379,37466200.0,6895,178391,9592.23,3730002953
36905,6.9352,200000,25632,1175074,1033425,49,3069,1468,889.9,4793154,0.9991,34527,58217.5,35873300.0,6888,113859,9193.43,3730942384
36915,6.4723,200000,25585,1175284,1034112,49,3070,1465,886.9,4794215,0.9991,34434,59162.2,36916000.0,6902,151304,9866.72,3731980135
36945,5.3836,200000,25416,1175963,1036254,49,3070,1470,905.0,4797316,0.9991,34627,59178.2,36399200.0,6874,130878,9008.48,3735003928
36955,5.517,200000,25335,1176179,1037005,49,3073,1471,858.1,4798632,0.9991,34580,54735.7,32978600.0,6851,97796,9101.6,3735994652
36965,5.3402,200000,25485,1176397,1037411,49,3073,1472,808.6,4799495,0.9991,34431,64285.7,37962400.0,6869,106411,10361.7,3736927682
36985,5.5611,200000,25520,1176834,1038695,49,3075,1473,857.5,4801076,0.9991,34397,55949,34813500.0,6976,124301,9640.63,3739051614
36995,6.7405,200000,25509,1177030,1039348,49,3075,1472,805.4,4802014,0.9991,34297,58747.7,36711500.0,6950,150516,10325.1,3740056918
37015,6.4935,200000,25593,1177463,1040506,49,3077,1476,858.0,4804036,0.9991,34160,61081.1,38350900.0,6969,133721,9610.93,3742087145
37025,6.8784,200000,25626,1177671,1041119,49,3079,1477,852.5,4805013,0.9991,34008,59080.5,36749000.0,6971,125775,10750.6,3743084551
37035,6.4204,200000,25677,1177881,1041686,49,3079,1472,839.4,4806030,0.9991,33932,63360.2,39969500.0,6952,112709,9550.09,3744080301
37045,6.6538,200000,25625,1178117,1042320,49,3081,1467,804.8,4807143,0.9991,34080,56722.7,36121400.0,6874,156344,9196.5,3745070406
37065,6.9254,200000,25652,1178544,1043557,49,3085,1462,867.1,4809247,0.9991,34030,58361.2,36283500.0,6870,131488,8906.94,3747042930
37075,5.7359,200000,25706,1178755,1044235,49,3085,1468,808.4,4810322,0.9991,34180,58375.5,35700300.0,6874,94369,9832.88,3748074517
37085,6.5123,200000,25646,1178979,1044869,49,3085,1472,828.6,4811273,0.9991,33995,56051.8,33018900.0,6871,96143,9361.92,3749047688
37095,6.1008,200000,25857,1179198,1045375,49,3087,1471,788.5,4811877,0.9991,34169,59458.7,39954000.0,6973,158730,11299.8,3750086808
37105,7.7419,200000,25734,1179441,1046018,49,3085,1471,826.4,4813142,0.9991,34068,59895.4,37844200.0,6902,99892,9215.25,3751075886
37125,5.7615,200000,25733,1179865,1047416,49,3085,1477,914.4,4814932,0.9991,34150,55608.8,34228800.0,6866,139342,9467.84,3753125243
37135,6.139,200000,25677,1180059,1048059,49,3087,1477,896.7,4815877,0.9991,34043,62708,39373600.0,6846,126106,10412.9,3754083296
37145,5.9686,200000,25788,1180268,1048672,49,3084,1483,834.2,4816857,0.9991,34220,59566.7,38114400.0,6813,123038,10544,3755134845
37165,6.8695,200000,25829,1180704,1049924,49,3089,1479,894.6,4818627,0.9991,34258,64422.7,40788000.0,6825,127033,9453.65,3757128119
37175,6.0634,200000,25797,1180944,1050671,49,3086,1483,907.7,4819636,0.9991,34072,56117.8,34481000.0,6842,103020,9524.77,3758068539
37185,5.9973,200000,25767,1181194,1051303,49,3087,1480,899.5,4820593,0.9991,34041,59631.9,36183100.0,6872,134979,9336.33,3759164026
37195,6.7179,200000,25772,1181388,1051960,49,3090,1476,837.7,4821527,0.9991,34200,58515.7,36373100.0,6855,135552,9314.81,3760105540
37205,6.4248,200000,25804,1181605,1052586,49,3093,1475,838.2,4822338,0.9991,34058,59223.1,34282600.0,6852,126917,10187.2,3761092859
37225,6.4791,200000,25740,1182043,1053970,49,3096,1475,915.6,4824294,0.9991,34167,57557.4,35707100.0,6861,132054,9835.78,3763114474
37235,5.497,200000,25731,1182218,1054665,50,3095,1478,854.6,4825353,0.9991,34253,61909.4,38261000.0,6833,111739,9802.29,3764090128
